sentence	label
Why are sometimes your hands cold , but the rest of you isn 't ?	1
What is the history of Hot Wheels cars , and how are they produced ?	1
How did Lee Harvey Oswald purchase his rifle ?	1
What is Compaq 's mission statement ?	1
What 's the proud claim to fame of the young women who formed Kappa Alpha Theta ?	1
For what reason did some San Diego schools stop serving apples ?	1
What is leukemia ?	1
What is a horologist ?	1
How do I e-mail someone at aol.com from yahoo.com ?	1
Shea and Gould closed their Los Angeles office for what reason ?	1
How can I gain access to a spy satelite ?	1
Why was the L.A. office of Shea and Gould closed ?	1
What is the origin of U.S. Army sergeant 's stripes ?	1
What is osmosis ?	1
What is the origin and the meaning of the name , `` Hajo ? ''	1
What is hypertext ?	1
In Waugh 's `` A Handful of Dust , '' what does the mad old man force the hero to do every afternoon ?	1
What 's the mystery of the Bermuda Triangle ?	1
What is the Lost Colony ?	1
What 's the distinction of U.S. Supreme Court Justice Thurgood Marshall ?	1
How does color affect a person psychologically ?	1
How do you write a book report ?	1
What is the `` fourth dimension '' ?	1
What is main reason for that electric vehicles can 't be popular nowadays ?	1
How is Paraguay for vacations ?	1
What is osteichthyes ?	1
What is the origin of blue for boys and pink for girls ?	1
What is white chocolate ?	1
How can you define time ?	1
What does Choo Choo Charlie say ?	1
Why are ice cream sundaes called sundaes ?	1
What is the weather like on the moon ?	1
What is the history of the soft drink Mr. Pibb ?	1
How can I get someone 's phone number if I only have their screen name ?	1
How do doctors diagnose bone cancer ?	1
What are tannins ?	1
What 's a male `` cuckquean '' ?	1
Why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?	1
What was the outcome of the 1945 Yalta Conference ?	1
What is the origin of thank you notes ?	1
Why do the chickenpoxs last so long ?	1
Why is Jane Goodall famous ?	1
How do I make fuel bricks from recycled newspaper ?	1
Why do they call it a `` funny bone '' ?	1
How do you do a topic outline ?	1
What does Robert mean ?	1
What are differences between 1980 and 1990 ?	1
What are the words to `` My Way '' written by Paul Anka ?	1
How do you box train a cat ?	1
How do plants make food ?	1
How is digital audio used ?	1
What are shooting stars ?	1
How did former WWF wrestler Rick Rude die ?	1
What is the difference between khaki and chino ?	1
What is titanium ?	1
What does the word `` opera '' mean ?	1
What is the main application of sodium hydrosulfite ?	1
What is the origin of the word `` pallbearer ? ''	1
What good are mosquitoes ?	1
How do you tell somebody you like them ?	1
What is an aurora ?	1
What happened to Pompeii ?	1
Where did Indian Pudding come from ?	1
What was the proper Laugh-In respones to : `` Say goodnight , Dick '' ?	1
Why did Europeans first come to Australia and Oceania ?	1
How does Cos Cob , CT get its name ?	1
What is the difference between hair and fur ?	1
What is Toulmin logic ?	1
What is color ?	1
What is the theory of equivalence states ?	1
What are you hearing when you put a seashell to your ear ?	1
How does a scientific calculator work ?	1
How can people from Ireland come to the U.S. , work , and then return to Ireland ?	1
What are my legal rights in an automobile repossession in California ?	1
How can I give myself a French manicure ?	1
What is the difference between a bottle and a jar ?	1
Why do some jets have a vapor trail , and others do not ?	1
Where did the term `` 86 '' come from ?	1
What incident caused the canning of a summit conference between Eisenhower and Khrushchev ?	1
What causes the redness in your cheeks when you blush ?	1
How was the element calcium named ?	1
What is the origin of the word `` amen '' ?	1
What does the term 3 mean to a newspaper editor ?	1
What 's new in the postal world in 1999 ?	1
Why should cigarette smoking be banned ?	1
What are the words to the cd Eminem 's , or slim shady , `` My Name Is '' ?	1
What 's a `` coup de poing '' to a French boxer ?	1
How can I find a list of celebrities ' real names ?	1
Why was Washington , DC originally called District of Columbia ?	1
What is a gandy dancer ?	1
What caused an adjournment of the 25th anniversary session of the United Nations General Assembly ?	1
What excuse did the NATO people give for hitting the Chinese embassy ?	1
What is the origin of the midwest slang , ` you 're darn tootin ' ?	1
What is time ?	1
What do insects do through their spiracles ?	1
Colin Powell is most famous for what ?	1
What is Betsy Ross famous for ?	1
Why do they sterilize the needle for lethal injection ?	1
What is `` Vocal Sampling '' ?	1
What is a mathematical factor ?	1
How do I register a trade name in North Carolina ?	1
What is deadrise , nautical , ?	1
What does verdandi mean ?	1
What do Hank Aaron , Jimmy Stewart , and Howard K. Smith have in common ?	1
How is Easter Sunday 's date determined ?	1
What is the origin of thank you notes ?	1
How can I get a comic character I made copyrighted and published ?	1
In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?	1
What are Cobol , Fortran , and Pascal ?	1
Where did the term `` 86ed '' come from ?	1
What is the definition of spamming ?	1
What are the seven deadly sins ?	1
How does the tail affect the flight of a kite ?	1
What does the name Shawn mean ?	1
Where did marijuana come from ?	1
What do the names Neil , Mary , and Anthony mean ?	1
What is a green bog ?	1
What is a conifer ?	1
How is thalassemia defined ?	1
What do Mormons believe ?	1
What 's the state motto of California ?	1
How do birds have sex ?	1
How did the months of the year get there name ?	1
How do telephones work ?	1
How is silk screening done ?	1
What is nuclear proliferation ?	1
What caused Shea & Gould to close their L.A. office ?	1
In My Antonia , how is Mr. Shimerda out of place on the farm ?	1
What is a dangling participle ?	1
What does the term `` spaghetti western '' mean ?	1
What is Garry Kasparov famous for ?	1
What is the daily requirement of folic acid for an expectant mother ?	1
What is tyvek ?	1
In what movie is the number nine found in the title ?	2
What was spawned the term `` MiG Alley '' ?	2
What Stephen King novel is set in a graveyard for pets ?	2
What does a heliologist study ?	2
What 's bottled in jeroboams ?	2
What animal has the biggest eyes ?	2
What are some colorful flowers that will bloom in the fall in New England ?	2
What was the name of the 1899 policy forced on China by which all nations had equal trading rights ?	2
What international amateur sports spectacle was first telecast in 1956 ?	2
What are the shortest and the longest songs ever produced ?	2
What 's the name of the tiger that advertises for Frosted Flakes cereal ?	2
What 's the most powerful card in Euchre ?	2
What garment was named for Bradley , Voorhees and Day ?	2
What `` little red car '' is mentioned in pop singer Prince 's hit song ?	2
What keeps clouds in the air ?	2
What film canine is buried in Pere-Lachaise cemetery in Paris ?	2
What are the two languages of Malta ?	2
What 1976 Deep Throat clone provides the leading lady with a second larynx ?	2
What drink contains as many types of rum as possible ?	2
What program do I need to run a .tbk file ?	2
What is the name of the largest water conservancy project in China ?	2
What did the Yalta Conference lead to ?	2
What is the name of the Family Circus 's dog ?	2
What is the music used in the new VW Beetle commercial where the car spins and changes colors ?	2
What chess outcome results when a player has no legal move ?	2
What toy can you make sleep ?	2
What famous events have happened on March 27 ?	2
In AD 999 , what sort of celebrations , fears , were there ?	2
What is a fear of fish ?	2
What is a fear of reptiles ?	2
What 's played at Wembley Stadium , London , every May ?	2
What is kept in Fort Knox that is so valuable ?	2
What 's the most popular form of bridge ?	2
What do camels store in their humps ?	2
What nuclear-powered Russian submarine sank in the Norwegian Sea on April 7 , 1989 ?	2
What are the snakes of New England ?	2
What color are tennis balls ?	2
What animal received royal assent as an emblem of Canada on March 24 , 1975 ?	2
What type of hunting are retrievers used for ?	2
What did Woody Allen call the Japanese gangster film he dubbed into English as a comedy ?	2
What 's destroyed in Genesis 19 : 24 ?	2
What film dramatized the Scopes monkey trial ?	2
Which comic book was not spawned directly from the pulp magazines ?	2
What four tournaments make up tennis ' Grand Slam ?	2
What part of your body contains the corpus callosum ?	2
What color Poker chip is usually assigned the lowest value ?	2
What new games are available for Nintendo 64 ?	2
What is a fear of bees ?	2
When it 's time to relax , what one beer stands clear ?	2
What were the names of the three ships used by Columbus ?	2
In Kafka 's Metamorphosis , the hero awakes one morning to find himself turned into what ?	2
Aspartame is also called what ?	2
What was John F. Kennedy 's 1960 campaign song ?	2
Jude Law was in what movie ?	2
What is the former name of Zimbabwe ?	2
In what medium is Stuart Hamblen considered to be the first singing cowboy ?	2
What creature scares people in the film `` Jaws '' ?	2
What is the mascot for Notre Dame University ?	2
Which Kevin Costner movie involves the Sioux Indians ?	2
What was the Bridge of San Luis Rey made of ?	2
What was Mel Gibson 's first movie ?	2
What is `` the taste that beats the others cold '' ?	2
What kind of nuts are used in marzipan ?	2
Where is the human skin least sensitive ?	2
What sport does Chris Jogis play ?	2
What color flies closest to the staff on Belgium 's flag ?	2
What 's the U.S. Navy hymn ?	2
What kind of wine is Spumante ?	2
What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?	2
What phenomenon would you expect to read about in the monthly publication The Bigfoot News ?	2
What is a softball made of ?	2
What is the chemical formula for napalm ?	2
What is the biggest `` thing '' humans have made ?	2
What were the five opening words on Ben Casey ?	2
What two vegetables are combined in succotash ?	2
What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?	2
What kind of rocket launched the Surveyor spacecraft ?	2
What is the correct way to use `` may '' vs. `` might '' ?	2
Name the four stories contained in Edith Wharton 's `` Old New York . ''	2
What game does Garry Kasparov play ?	2
What disease did August von Wassermann develop a specific test for in 196 ?	2
What does caliente translate to in English ?	2
What do West Indian steel bands use as instruments ?	2
What is Beethoven 's 9th symphony called ?	2
What tools do you use to crewel ?	2
What is the word for love of pain or abuse ?	2
What bowl game began as an East-West contest between Michigan and Stanford in 192 ?	2
What disease plagued Europe , Africa and Asia ?	2
What is a fear of glass ?	2
What are the most albums sold by one artist or band ?	2
What was the name of Sergeant Preston of the Yukon 's lead dog ?	2
What does the method called `` cold fusion '' create ?	2
What was the alternate to VHS ?	2
What holidays or observances are celebrated in Italy ?	2
What is the most widely cultivated plant ?	2
What was the education system in the 1960 's ?	2
What layer of the atmosphere contains most of the ozone layer ?	2
What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?	2
What is a fear of food ?	2
What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?	2
Which airplane did Fawaz Younis hijack ?	2
What is the brand name of daminozide ?	2
What 's the most commonly-spoken language in Belgium ?	2
What is predicted to topple over between 2010 and 2020 ?	2
What does the Peugeot company manufacture ?	2
What does Warner Bros. call a flightless cuckoo ?	2
What was another name for East Germany ?	2
What was the name of the computer in ` 2001 : A Space Odyssey ' ?	2
Which Beatles disc cover honors the Rolling Stones ?	2
What was the name of the orca that died of a fungal infection ?	2
What concerts are held in New York this week ?	2
What Shakespearean play featured Shylock ?	2
What are birds descendents of ?	2
What is Dr. Seuss ' most popular book ?	2
What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?	2
What color is Chablis ?	2
What George Harrison tune sounded too much like He 's So Fine by The Chiffons ?	2
What do peacocks mate with ?	2
What harmful chemicals are in bug spray ?	2
What 's the green variety of beryl called ?	2
What is a fear of food ?	2
What is a fear of trees ?	2
The trials resulting from World War II are known as what ?	2
What was `` America 's recessed-filter cigarette '' ?	2
What fruit does the ficus produce ?	2
What are the conjugations of wake and woke ?	2
What color , s , appear on boxes of Kodak film ?	2
Name the soft drink that is `` number one in the sun . ''	2
What penalty space lies between Baltic Avenue and Reading Railroad on a Monopoly board ?	2
What did Mr. Magoo flog on TV for General Electric ?	2
What did British companies stick 175 , 0 tons of tea into in 1982 ?	2
What Broadway show introduced the song Some Enchanted Evening ?	2
What religion has the most members ?	2
What substance did Joseph Priestley name for its ability to erase pencil marks ?	2
What is a fear of failure ?	2
What is the name of the Michelangelo painting that shows two hands with fingers touching ?	2
What D.H. Lawrence novel was originally titled Tenderness ?	2
What does a chiropodist treat ?	2
What computer operating system is on the most computers ?	2
What currency is used in Australia ?	2
What movie did Madilyn Kahn star in with Gene Wilder ?	2
What is Jell-O made from ?	2
A corgi is a kind of what ?	2
Name the product that is `` at your grocer 's , at your fingertips . ''	2
What film or films has Jude Law appeared in ?	2
In what war was the first submarine used ?	2
What do Hasidic Jews refrain from while dating ?	2
What non-mechanical sport achieves the highest speeds ?	2
What movie has made the most money ?	2
How do you say 2 in Latin ?	2
What book opens : `` At a certain village in La Mancha , which I shall not name.. . '' ?	2
What 's the name of the Tampa newspaper ?	2
Which mayonnaise refers to itself as `` real '' mayonnaise ?	2
What kind of dog is Scooby Doo ?	2
What was the name of Betty Boop 's dog ?	2
What kinds of animals are in Cambodia ?	2
What war saw a naval battle between the luxury liners Cap Trafalgar and the Carmania ?	2
What war was fought by the Spanish as far as the Philippines ?	2
What is the collective noun for geese ?	2
What Dickens novel has David carrying the message `` Barkis is willin '' to Peggy ?	2
Which condiment was once sold as a patent medicine ?	2
What is the world 's deadliest infectious disease ?	2
What horse did Zorro ride ?	2
What was the name of that popular song the Creeps sang ?	2
Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?	2
What drink is formed of tequila , orange juice and galliano ?	2
Which two products use a tiger as their symbol ?	2
What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?	3
Who played the father on `` Charles in Charge '' ?	3
Rotary engines were manufactured by which company ?	3
What was the name of Humphrey Bogart 's club in Casablanca ?	3
Who said : `` What contemptible scoundrel stole the cork from my lunch ? ''	3
Name a ballet company Mikhail Baryshnikov has danced for ?	3
Who is the head of the World Bank ?	3
Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?	3
What was football star Elroy Hirsch 's nickname ?	3
Who was actress June Havoc 's legendary sister ?	3
What political party is Sinn Fein a part of ?	3
What culture developed the idea of potlatch ?	3
Who plays the cop in the movie `` Kindergarten Cop '' ?	3
Which of these are authors ?	3
What President lived at 219 North Delaware Street , Independence , Missouri ?	3
Who was the president of Vichy France ?	3
Who was Ezra Taft Benson ?	3
Who painted the Sistine Chapel ?	3
What kind of organization is ` Last Chance for Animals ' ?	3
Who won the rugby world cup in ?	3
Who died with more than 1 , 000 U.S. patents to his credit ?	3
Who wrote ` The Pines of Rome ' ?	3
Who invented the electric guitar ?	3
What king was forced to agree to the Magna Carta ?	3
What was the name given the 6 , 500 German airforce troops that used the Spanish Civil War as a training exercise ?	3
What company 's logo is a `` W '' in a circle ?	3
What President once told Gene Autry : `` Please give my regards to your wife Dale '' ?	3
What name does the world know Renaissance artist Kyriakos Theotokopoulos by ?	3
What actor 's autobiography is titled All My Yesterdays ?	3
Who is Pia Zadora 's millionaire husband and mentor ?	3
What is Alice Cooper 's real name ?	3
What is the protagonist 's name in Dostoevski 's `` The Idiot '' ?	3
Who produces Spumante ?	3
What are the names of Jacques Cousteau 's two sons ?	3
Who is the one Independent Member of Congress ?	3
Who says , `` If you don 't look good , we don 't look good '' ?	3
What Apollo 11 astronaut minded the store while Armstrong and Aldrin made history ?	3
What 's the most common surname in America ?	3
Who wrote the book , `` Huckleberry Finn '' ?	3
Who recorded the 1957 hit Tammy ?	3
Who was the first governor of West Virginia ?	3
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?	3
Who owns CNN ?	3
What are Arnold Palmer 's fans called ?	3
Who was the star witness at the Senate Watergate hearings ?	3
What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?	3
What American naval officer broke Japan 's isolationist policy in 1853 ?	3
Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?	3
Which Japanese car maker had its biggest percentage of sale in the domestic market ?	3
Who is Count Cinzano ?	3
Who murdered Leno and Rosemary LaBianca on August 1	3
What President was assassinated by Charles J. Guiteau ?	3
Name a female figure skater .	3
What was the nickname of model Leslie Hornby ?	3
Who shoplifts ?	3
Who is Snoopy 's arch-enemy ?	3
What was the business of the animated Sky Hawks ?	3
What British monarch 's lap did P.T. Barnum 's Tom Thumb sit in ?	3
What is the name of the brilliant British economist behind its creation ?	3
What corporation does Madonna advertise for ?	3
What was the Christian name of the title character in Our Miss Brooks ?	3
What heavyweight boxer was known as The Wild Bull of the Pampas ?	3
What hard-of hearing artist painted Sunflowers ?	3
What English queen had seventeen children ?	3
What is the best art and design school in the world ?	3
In the past 8 years who have the MVP players for the NHL been ?	3
Who said `` What contemptible scoundrel stole the cork from my lunch ? ''	3
Who else was considered for the role of Luke Skywalker when George Lucas was casting for Star Wars ?	3
Who played Emperor Palpatine in Star Wars ?	3
What doctor claimed in a 1946 book : `` There is no such thing as a bad boy '' ?	3
Who is Mia Farrow 's mother ?	3
Who is the composer of `` Canon in D Major '' ?	3
Who gave King Arthur the round table ?	3
Who is Luke Skywalker 's father ?	3
Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?	3
Name the first private citizen to fly in space .	3
What organization 's offices were broken into at Watergate in 1972 ?	3
Who is Robin Williams ?	3
Who bestowed great power upon Captain Britain ?	3
Who used AuH2O as an election slogan ?	3
Who wrote the book , `` The Grinch Who Stole Christmas '' ?	3
Saddam Hussein was compared to whom by President Bush ?	3
Who sings the themes for `` Dawson 's Creek '' and `` Felicity '' ?	3
What team did baseball 's St. Louis Browns become ?	3
Who was Thucydides ?	3
Which NBA players had jersey number 0 ?	3
Who sang the song `` Hooked on a Feeling '' in the dancing baby episode of `` Ally Mcbeal '' ?	3
What ethnic group introduced the idea of potlatch ?	3
Who declared : `` I think I 'll go out and milk the elk '' ?	3
Who held the endurance record for women pilots in 1929 ?	3
What two New York Yankee pitchers swapped wives and families ?	3
What is Michael Jackson 's middle name ?	3
Who was the first jockey to ride two Triple Crown winners ?	3
Name the poet of the poem which begins : I do not know much about gods ; but I think that the river Is a strong brown god-sullen , and untamed ?	3
Whose acceptance speech of more than 3 minutes prompted a time limit on Academy Award thank-yous ?	3
What was Eduard Shevardnadze 's job in the Soviet Union ?	3
Who does the advertizing for Frito-Lay ?	3
Who was Sherlock Holmes 's archenemy ?	3
What is an example of a famous rock band from the sixties ?	3
Who gave Abbie Hoffman his first dose of LSD ?	3
Which Rockefeller was sometimes called `` JDR3 '' ?	3
What American actress was the first to be called a `` vamp '' ?	3
What U.S. senator once played basketball for the New York Knicks ?	3
What American poet wrote : `` Good fences make good neighbors '' ?	3
Who was the 16th President of the United States ?	3
What camera company said , `` If you haven 't got the time , we 've got the camera ? ''	3
Who is the current prime minister and president of Russia ?	3
Which U.S. President is buried in Washington , D.C. ?	3
Who created the comic strip , `` Garfield '' ?	3
What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations ?	3
Who was credited with saying : `` I never met a man I did n't like '' ?	3
Who thought he 'd never see a poem lovely as a tree ?	3
Which of the following TV newsmen was a Rhodes scholar ?	3
Who received the Will Rogers Award in 1989 ?	3
What British prime minister and U.S. president were seventh cousins once-removed ?	3
What business exports the sparkling wine Spumante ?	3
Who won the 1967 Academy Award for Best Actor ?	3
Who is the prime minister of Japan ?	3
Who told all in Ball Four ?	3
Who was the inventor of silly putty ?	3
What non-conformist abstract painter was dubbed Jack The Dripper by Time ?	3
Who is buried in the great pyramid of Giza ?	3
Who was the lawyer for Randy Craft ?	3
What is the best distance education university or college ?	3
Who was Lauren Bacall 's first husband ?	3
What famous singing cowboy owns the California Angels baseball team ?	3
What was the name of the US helicopter pilot shot down over North Korea ?	3
What is `` the airline built for professional travelers '' ?	3
What video game hero do some of his fans call Chomper ?	3
Which company created the Internet browser Mosaic ?	3
What government department did The Untouchables work for ?	3
Which king signed the Magna Carta ?	3
What school does Tom attend in Tom Brown 's School Days ?	3
Who shot Billy the Kid ?	3
What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?	3
Who did Jackie Kennedy commission to write The Death of a President ?	3
Who is the fastest guitarist ?	3
Who is the Antichrist ?	3
Which two inventors invented Post-its ?	3
What spy novelist served as Moscow correspondent for Reuter and The Times of London ?	3
What female faith healer wrote the inspirational book I Believe in Miracles ?	3
What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?	3
Who spoke the only word in Mel Brooks 's Silent Movie ?	3
What actor said in A Day at the Races : `` Either he 's dead or my watch has stopped '' ?	3
Name the lawyer for Randy Craft .	3
What high school does Archie attend ?	3
Whose cover is that of an employee of Universal Import and Export ?	3
Who is the President of Pergament ?	3
What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?	3
Who created `` The Muppets '' ?	3
Who said : `` Old soldiers never die ; they just fade away '' ?	3
The name of the actor who played the detective in the film Kindergarden Cop is what ?	3
Who was the first woman governor of Wyoming ?	3
Who did the Seven Mules block for ?	3
What actor , who had greatest fame on TV , became the father of triplets ?	3
Who portrayed `` the man without a face '' in the movie of the same name ?	3
What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?	3
Who was the lawyer who represented Randy Steven Craft ?	3
What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?	3
Who sang about Desmond and Molly Jones ?	3
What California governor said : `` Inaction may be the highest form of action '' ?	3
What Japanese electronics company was named for a coastal city northeast of Tokyo ?	3
What robust U.S. President imported his own instructor after seeing a judo match ?	3
Who is the Greek God of the Sea ?	3
Who was the first black golfer to tee off in the Masters ?	3
Who penned : `` Neither a borrower nor a lender be '' ?	3
What company uses the unfamiliar faces of its celebrity spokespeople to promote the use of its product ?	3
Where does chocolate come from ?	4
